1,KA301,ICN,CJU,2020-04-01 9:00,2020-04-01 10:15,1,5,F,150000,0
2,KA302,CJU,ICN,2020-04-03 9:30,2020-04-03 10:45,1,5,F,150000,0
3,KA301,ICN,CJU,2020-04-01 9:00,2020-04-01 10:15,1,10,B,100000,0
4,KA302,CJU,ICN,2020-04-03 9:30,2020-04-03 10:45,1,10,B,100000,0
5,KA301,ICN,CJU,2020-04-01 9:00,2020-04-01 10:15,1,30,E,75000,0
6,KA302,CJU,ICN,2020-04-03 9:30,2020-04-03 10:45,1,30,E,75000,0
7,KA311,ICN,CJU,2020-04-01 10:00,2020-04-01 11:15,1,5,F,150000,0
8,KA312,CJU,ICN,2020-04-05 10:30,2020-04-05 11:45,1,5,F,150000,0
9,KA311,ICN,CJU,2020-04-01 10:00,2020-04-01 11:15,1,10,B,100000,0
10,KA312,CJU,ICN,2020-04-05 10:30,2020-04-05 11:45,1,10,B,100000,0
11,KA311,ICN,CJU,2020-04-01 10:00,2020-04-01 11:15,1,30,E,75000,0
12,KA312,CJU,ICN,2020-04-05 10:30,2020-04-05 11:45,1,30,E,75000,0
13,KA321,ICN,CJU,2020-04-01 11:00,2020-04-01 12:15,1,5,F,150000,0
14,KA322,CJU,ICN,2020-04-07 11:30,2020-04-07 12:45,1,5,F,150000,0
15,KA321,ICN,CJU,2020-04-01 11:00,2020-04-01 12:15,1,10,B,100000,0
16,KA322,CJU,ICN,2020-04-07 11:30,2020-04-07 12:45,1,10,B,100000,0
17,KA321,ICN,CJU,2020-04-01 11:00,2020-04-01 12:15,1,30,E,75000,0
18,KA322,CJU,ICN,2020-04-07 11:30,2020-04-07 12:45,1,30,E,75000,0
19,AC201,ICN,PEK,2020-04-01 12:00,2020-04-01 13:15,0,5,F,150000,0
20,AC202,PEK,ICN,2020-04-03 12:30,2020-04-03 13:45,0,5,F,150000,0
21,AC201,ICN,PEK,2020-04-01 12:00,2020-04-01 13:15,0,10,B,100000,0
22,AC202,PEK,ICN,2020-04-03 12:30,2020-04-03 13:45,0,10,B,100000,0
23,AC201,ICN,PEK,2020-04-01 12:00,2020-04-01 13:15,0,30,E,75000,0
24,AC202,PEK,ICN,2020-04-03 12:30,2020-04-03 13:45,0,30,E,75000,0
25,AC211,ICN,PEK,2020-04-01 13:00,2020-04-01 14:15,0,5,F,150000,0
26,AC212,PEK,ICN,2020-04-05 13:30,2020-04-05 14:45,0,5,F,150000,0
27,AC211,ICN,PEK,2020-04-01 13:00,2020-04-01 14:15,0,10,B,100000,0
28,AC212,PEK,ICN,2020-04-05 13:30,2020-04-05 14:45,0,10,B,100000,0
29,AC211,ICN,PEK,2020-04-01 13:00,2020-04-01 14:15,0,30,E,75000,0
30,AC212,PEK,ICN,2020-04-05 13:30,2020-04-05 14:45,0,30,E,75000,0
31,AC221,ICN,PEK,2020-04-01 14:00,2020-04-01 15:15,0,5,F,150000,0
32,AC222,PEK,ICN,2020-04-07 14:30,2020-04-07 15:45,0,5,F,150000,0
33,AC221,ICN,PEK,2020-04-01 14:00,2020-04-01 15:15,0,10,B,100000,0
34,AC222,PEK,ICN,2020-04-07 14:30,2020-04-07 15:45,0,10,B,100000,0
35,AC221,ICN,PEK,2020-04-01 14:00,2020-04-01 15:15,0,30,E,75000,0
36,AC222,PEK,ICN,2020-04-07 14:30,2020-04-07 15:45,0,30,E,75000,0
37,JA101,ICN,NRT,2020-04-01 15:00,2020-04-01 16:15,0,5,F,150000,0
38,JA102,NRT,ICN,2020-04-03 15:30,2020-04-03 16:45,0,5,F,150000,0
39,JA101,ICN,NRT,2020-04-01 15:00,2020-04-01 16:15,0,10,B,100000,0
40,JA102,NRT,ICN,2020-04-03 15:30,2020-04-03 16:45,0,10,B,100000,0
41,JA101,ICN,NRT,2020-04-01 15:00,2020-04-01 16:15,0,30,E,75000,0
42,JA102,NRT,ICN,2020-04-03 15:30,2020-04-03 16:45,0,30,E,75000,0
43,JA111,ICN,NRT,2020-04-01 16:00,2020-04-01 17:15,0,5,F,150000,0
44,JA112,NRT,ICN,2020-04-05 16:30,2020-04-05 17:45,0,5,F,150000,0
45,JA111,ICN,NRT,2020-04-01 16:00,2020-04-01 17:15,0,10,B,100000,0
46,JA112,NRT,ICN,2020-04-05 16:30,2020-04-05 17:45,0,10,B,100000,0
47,JA111,ICN,NRT,2020-04-01 16:00,2020-04-01 17:15,0,30,E,75000,0
48,JA112,NRT,ICN,2020-04-05 16:30,2020-04-05 17:45,0,30,E,75000,0
49,JA121,ICN,NRT,2020-04-01 17:00,2020-04-01 18:15,0,5,F,150000,0
50,JA122,NRT,ICN,2020-04-07 17:30,2020-04-07 18:45,0,5,F,150000,0
51,JA121,ICN,NRT,2020-04-01 17:00,2020-04-01 18:15,0,10,B,100000,0
52,JA122,NRT,ICN,2020-04-07 17:30,2020-04-07 18:45,0,10,B,100000,0
53,JA121,ICN,NRT,2020-04-01 17:00,2020-04-01 18:15,0,30,E,75000,0
54,JA122,NRT,ICN,2020-04-07 17:30,2020-04-07 18:45,0,30,E,75000,0
55,KA301,ICN,CJU,2020-04-02 9:00,2020-04-02 10:15,1,5,F,150000,0
